data,ano,mes,nome_mes,trimestre,numero_pedido,sku,produto,categoria,subcategoria,unidade,cliente,segmento,porte,cidade,estado,regiao,vendedor,equipe,regional,canal,quantidade,quantidade_dev,preco_unitario,desconto_pct,receita_bruta,receita_liquida,custo_total,margem_bruta,meta_quantidade,meta_receita
2023-12-07,2023,12,December,4,PED-2023-07416,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,E-commerce,5.68,0.0,79.1763,5,449.72,427.23,215.87,211.36,6.174,441.88
2023-12-07,2023,12,December,4,PED-2023-00466,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,39.683,0.0,58.5059,5,2321.69,2205.61,975.11,1230.5,45.161,2008.44
2023-12-07,2023,12,December,4,PED-2023-07868,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,41.957,0.0,36.6306,0,1536.91,1536.91,952.88,584.03,44.409,1400.97
2023-12-08,2023,12,December,4,PED-2023-07932,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,Televendas,19.478,0.0,41.235,2,803.18,787.12,417.65,369.47,18.112,802.78
2023-12-08,2023,12,December,4,PED-2023-02445,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,10.414,0.0,10.0309,2,104.46,102.37,54.32,48.05,9.381,110.56
2023-12-08,2023,12,December,4,PED-2023-07218,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Televendas,19.698,0.0,68.6427,5,1352.12,1284.51,594.93,689.58,18.799,1453.64
2023-12-08,2023,12,December,4,PED-2023-07238,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,19.449,0.0,64.4046,2,1252.6,1227.55,526.09,701.46,17.975,1150.4
2023-12-08,2023,12,December,4,PED-2023-01443,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,12.314,0.0,32.821,2,404.16,396.08,234.41,161.67,12.637,359.49
2023-12-08,2023,12,December,4,PED-2023-01061,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,E-commerce,7.584,0.0,18.5993,3,141.06,136.83,53.6,83.23,7.268,152.72
2023-12-08,2023,12,December,4,PED-2023-06840,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,31.076,0.0,36.5782,2,1136.7,1113.97,738.86,375.11,30.427,1095.99
2023-12-08,2023,12,December,4,PED-2023-01852,GRA-001,Arroz Parboilizado 5kg,Grãos,Arroz,SC,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,Distribuidor,13.389,0.0,23.4931,2,314.55,308.26,173.0,135.26,15.122,288.2
2023-12-08,2023,12,December,4,PED-2023-01734,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,14.908,0.0,43.678,5,651.15,618.59,312.55,306.04,16.606,570.94
2023-12-08,2023,12,December,4,PED-2023-00422,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sul,Sul,Sul,Direto,24.245,0.0,36.3984,5,882.48,838.36,573.61,264.75,26.804,932.75
2023-12-08,2023,12,December,4,PED-2023-07343,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Sul,Sul,Sul,E-commerce,42.346,0.0,60.3557,5,2555.82,2428.03,1277.91,1150.12,42.443,2546.46
2023-12-09,2023,12,December,4,PED-2023-06659,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,8.2,0.0,36.2423,0,297.19,297.19,184.26,112.93,8.661,332.06
2023-12-09,2023,12,December,4,PED-2023-03253,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Direto,9.611,0.0,36.5191,0,350.99,350.99,217.61,133.38,10.031,396.62
2023-12-09,2023,12,December,4,PED-2023-06105,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Televendas,24.299,0.0,35.8686,2,871.57,854.14,540.37,313.77,27.787,782.02
2023-12-09,2023,12,December,4,PED-2023-01840,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,29.197,0.0,38.8433,2,1134.11,1111.43,737.17,374.26,29.994,1262.88
2023-12-11,2023,12,December,4,PED-2023-00830,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Distribuidor,15.566,0.0,72.9288,5,1135.21,1078.45,544.9,533.55,15.973,972.59
2023-12-11,2023,12,December,4,PED-2023-00654,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,E-commerce,18.474,0.0,75.2441,3,1390.06,1348.36,667.23,681.13,19.992,1322.58
2023-12-11,2023,12,December,4,PED-2023-02461,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sul,Sul,Sul,Direto,16.151,0.0,56.4927,3,912.41,885.04,456.2,428.84,15.912,900.04
2023-12-11,2023,12,December,4,PED-2023-00040,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,10.107,0.0,60.1199,7,607.63,565.1,303.81,261.29,9.135,639.74
2023-12-11,2023,12,December,4,PED-2023-04696,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,Direto,11.887,0.0,45.3713,3,539.33,523.15,258.88,264.27,10.848,526.35
2023-12-11,2023,12,December,4,PED-2023-07259,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sul,Sul,Sul,Distribuidor,15.336,0.0,57.3621,7,879.71,818.13,439.86,378.27,14.032,849.78
2023-12-11,2023,12,December,4,PED-2023-06698,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sul,Sul,Sul,Distribuidor,13.993,0.0,31.0228,0,434.1,434.1,251.78,182.32,15.826,412.68
2023-12-11,2023,12,December,4,PED-2023-01902,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,49.937,0.0,65.8067,0,3286.19,3286.19,1445.92,1840.27,46.077,3063.5
2023-12-11,2023,12,December,4,PED-2023-07068,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sul,Sul,Sul,E-commerce,15.458,0.0,62.4278,0,965.01,965.01,424.6,540.41,16.433,911.45
2023-12-11,2023,12,December,4,PED-2023-00699,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Direto,30.392,0.0,9.1344,0,277.61,277.61,144.36,133.25,32.229,278.36
2023-12-11,2023,12,December,4,PED-2023-00583,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Direto,4.841,0.0,47.3386,0,229.17,229.17,110.0,119.17,4.9,219.86
2023-12-11,2023,12,December,4,PED-2023-03958,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,14.172,0.0,9.6952,5,137.4,130.53,71.45,59.08,15.907,149.57
2023-12-11,2023,12,December,4,PED-2023-04273,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,E-commerce,35.05,0.0,34.9012,3,1223.29,1186.59,709.51,477.08,36.624,1228.68
2023-12-11,2023,12,December,4,PED-2023-04220,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Televendas,15.035,0.0,43.1858,3,649.3,629.82,337.64,292.18,16.944,581.28
2023-12-11,2023,12,December,4,PED-2023-03866,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,21.09,0.0,64.7501,2,1365.58,1338.27,573.54,764.73,22.507,1433.33
2023-12-11,2023,12,December,4,PED-2023-04639,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sudeste,Sudeste,Sudeste,Televendas,12.879,0.0,34.8803,5,449.22,426.76,278.52,148.24,12.074,430.87
2023-12-11,2023,12,December,4,PED-2023-07788,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Distribuidor,12.705,0.0,18.4822,0,234.82,234.82,89.23,145.59,12.084,242.67
2023-12-11,2023,12,December,4,PED-2023-02638,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,31.04,0.0,47.9024,5,1486.89,1412.55,713.71,698.84,29.315,1549.26
2023-12-11,2023,12,December,4,PED-2023-01980,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,8.312,0.0,62.8132,10,522.1,469.89,219.28,250.61,9.323,488.95
2023-12-12,2023,12,December,4,PED-2023-06575,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Direto,9.444,0.0,39.9035,5,376.85,358.01,244.95,113.06,9.2,352.97
2023-12-12,2023,12,December,4,PED-2023-03637,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,30.415,0.0,44.7636,0,1361.48,1361.48,653.51,707.97,30.969,1383.59
2023-12-12,2023,12,December,4,PED-2023-04506,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,10.32,0.0,9.4321,0,97.34,97.34,50.62,46.72,10.478,95.64
2023-12-12,2023,12,December,4,PED-2023-06142,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Direto,18.185,0.0,19.7839,0,359.77,359.77,136.71,223.06,19.349,352.15
2023-12-12,2023,12,December,4,PED-2023-00727,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,25.616,0.0,40.0424,10,1025.73,923.16,666.72,256.44,23.892,985.87
2023-12-12,2023,12,December,4,PED-2023-02658,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sul,Sul,Sul,Distribuidor,12.564,0.0,19.7368,7,247.97,230.61,94.23,136.38,11.749,226.32
2023-12-12,2023,12,December,4,PED-2023-02305,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,24.303,0.0,74.7191,0,1815.9,1815.9,871.63,944.27,27.908,1673.66
2023-12-12,2023,12,December,4,PED-2023-07985,GRA-001,Arroz Parboilizado 5kg,Grãos,Arroz,SC,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Direto,20.634,0.413,21.1664,0,436.75,436.75,240.21,196.54,23.702,480.22
2023-12-12,2023,12,December,4,PED-2023-07803,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,18.221,0.0,27.9412,2,509.12,498.94,229.1,269.84,20.599,475.4
2023-12-12,2023,12,December,4,PED-2023-04797,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,32.005,0.0,28.5624,2,914.14,895.86,411.36,484.5,30.889,896.12
2023-12-12,2023,12,December,4,PED-2023-02995,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,19.55,0.0,57.4136,2,1122.44,1099.99,561.22,538.77,21.718,1153.57
2023-12-13,2023,12,December,4,PED-2023-04984,GRA-001,Arroz Parboilizado 5kg,Grãos,Arroz,SC,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Televendas,21.818,0.0,22.8881,0,499.37,499.37,274.65,224.72,21.523,455.02
2023-12-13,2023,12,December,4,PED-2023-01200,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,6.894,0.0,9.0915,5,62.68,59.55,32.59,26.96,7.634,64.07
2023-12-13,2023,12,December,4,PED-2023-06410,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,Televendas,15.573,0.0,26.9,0,418.91,418.91,188.51,230.4,17.873,420.5
2023-12-13,2023,12,December,4,PED-2023-05827,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sul,Sul,Sul,Direto,7.674,0.0,40.287,2,309.16,302.98,160.76,142.22,8.375,310.63
2023-12-13,2023,12,December,4,PED-2023-07247,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sul,Sul,Sul,E-commerce,11.404,0.0,45.6026,3,520.05,504.45,270.43,234.02,12.862,462.0
2023-12-13,2023,12,December,4,PED-2023-01344,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,Distribuidor,11.312,0.0,59.334,0,671.19,671.19,335.6,335.59,12.086,623.37
2023-12-13,2023,12,December,4,PED-2023-00224,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sul,Sul,Sul,E-commerce,22.505,0.0,47.2706,2,1063.83,1042.55,510.64,531.91,23.727,1122.51
2023-12-13,2023,12,December,4,PED-2023-04319,GRA-001,Arroz Parboilizado 5kg,Grãos,Arroz,SC,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,Distribuidor,13.823,0.0,22.4267,2,310.0,303.8,170.5,133.3,14.905,301.47
2023-12-13,2023,12,December,4,PED-2023-05098,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Televendas,18.136,0.0,41.0176,3,743.89,721.57,483.53,238.04,20.245,799.51
2023-12-13,2023,12,December,4,PED-2023-02066,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Distribuidor,27.979,0.0,38.4905,0,1076.93,1076.93,667.7,409.23,30.944,1022.94
2023-12-13,2023,12,December,4,PED-2023-07390,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,Distribuidor,12.718,0.0,41.5515,5,528.45,502.03,343.49,158.54,11.901,541.42
2023-12-13,2023,12,December,4,PED-2023-01834,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Direto,13.722,0.0,58.4435,2,801.96,785.92,336.82,449.1,12.494,824.87
2023-12-14,2023,12,December,4,PED-2023-01732,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Televendas,21.892,0.0,41.8159,2,915.43,897.12,476.02,421.1,20.251,1016.47
2023-12-14,2023,12,December,4,PED-2023-02106,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,31.316,0.0,64.0322,2,2005.23,1965.13,882.3,1082.83,29.041,1901.49
2023-12-14,2023,12,December,4,PED-2023-05935,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Sul,Sul,Sul,Distribuidor,11.226,0.0,10.3901,7,116.64,108.48,60.65,47.83,12.36,108.73
2023-12-14,2023,12,December,4,PED-2023-00271,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,Direto,8.921,0.0,65.3335,0,582.84,582.84,256.45,326.39,8.33,664.89
2023-12-14,2023,12,December,4,PED-2023-07280,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sul,Sul,Sul,Distribuidor,8.948,0.0,70.6137,2,631.85,619.21,303.29,315.92,10.166,623.17
2023-12-14,2023,12,December,4,PED-2023-02431,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,Televendas,17.097,0.0,34.2826,5,586.13,556.82,363.4,193.42,19.335,610.13
2023-12-14,2023,12,December,4,PED-2023-07983,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sul,Sul,Sul,E-commerce,5.252,0.0,64.994,0,341.35,341.35,150.19,191.16,4.84,382.96
2023-12-14,2023,12,December,4,PED-2023-01613,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sul,Sul,Sul,E-commerce,34.919,1.746,57.2061,3,1997.58,1937.65,998.79,938.86,33.455,2046.13
2023-12-14,2023,12,December,4,PED-2023-01541,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sul,Sul,Sul,Televendas,4.887,0.0,35.9186,0,175.53,175.53,108.83,66.7,5.4,182.29
2023-12-15,2023,12,December,4,PED-2023-05922,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,Televendas,11.394,0.0,28.1071,5,320.25,304.24,144.11,160.13,12.834,347.14
2023-12-15,2023,12,December,4,PED-2023-07320,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,19.349,0.0,59.7691,2,1156.47,1133.34,485.72,647.62,19.297,1033.84
2023-12-15,2023,12,December,4,PED-2023-01144,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sul,Sul,Sul,Direto,37.631,0.0,31.2468,5,1175.85,1117.06,681.99,435.07,35.101,1219.31
2023-12-15,2023,12,December,4,PED-2023-00157,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sudeste,Sudeste,Sudeste,Direto,11.967,0.0,43.0271,3,514.91,499.46,267.75,231.71,13.077,462.82
2023-12-15,2023,12,December,4,PED-2023-07942,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sul,Sul,Sul,Distribuidor,26.398,0.0,77.2844,3,2040.15,1978.95,979.27,999.68,24.589,2258.03
2023-12-15,2023,12,December,4,PED-2023-00036,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Distribuidor,22.462,0.0,10.0888,3,226.61,219.81,117.84,101.97,23.909,229.06
2023-12-15,2023,12,December,4,PED-2023-07485,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,Televendas,38.839,0.0,66.2358,0,2572.53,2572.53,1131.91,1440.62,39.511,2528.57
2023-12-15,2023,12,December,4,PED-2023-00927,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,Televendas,8.778,0.0,69.4104,0,609.28,609.28,292.45,316.83,8.419,580.57
2023-12-15,2023,12,December,4,PED-2023-02342,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,22.39,0.0,27.4013,5,613.52,582.84,276.08,306.76,21.23,568.63
2023-12-15,2023,12,December,4,PED-2023-00839,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Televendas,50.177,0.0,79.0241,0,3965.19,3965.19,1903.29,2061.9,54.197,3848.04
2023-12-15,2023,12,December,4,PED-2023-04201,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,15.146,0.0,64.8621,0,982.4,982.4,432.26,550.14,15.228,967.44
2023-12-15,2023,12,December,4,PED-2023-03143,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,Direto,15.889,0.0,46.5415,0,739.5,739.5,354.96,384.54,17.029,712.73
2023-12-16,2023,12,December,4,PED-2023-05056,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sudeste,Sudeste,Sudeste,Direto,8.858,0.0,36.6306,0,324.47,324.47,201.17,123.3,8.713,363.74
2023-12-16,2023,12,December,4,PED-2023-01631,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Direto,11.124,0.0,19.3448,0,215.19,215.19,81.77,133.42,10.607,219.25
2023-12-16,2023,12,December,4,PED-2023-07239,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,15.321,0.0,34.797,5,533.13,506.47,309.22,197.25,14.888,490.18
2023-12-16,2023,12,December,4,PED-2023-00796,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,E-commerce,10.246,0.0,34.9409,3,358.0,347.26,221.96,125.3,10.93,350.33
2023-12-16,2023,12,December,4,PED-2023-01888,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,22.076,0.0,44.1252,10,974.11,876.7,506.54,370.16,24.852,967.45
